year,colony,nestcode_rearing,ring,date_hatch,mass_50,wing_50,sternum_50,brood_size
2009,Solothurn,BT2009C13,ring_001074,07/06/09,103.3,200,40.6,3
2009,Solothurn,BT2009B100,ring_001071,08/06/09,104.7,212,39.9,2
2009,Solothurn,BT2009H27,ring_000963,04/06/09,98.5,204,39.7,3
2009,Solothurn,BT2009H70,ring_000792,04/06/09,92.8,199,38.4,3
2009,Solothurn,BT2009G83,ring_000362,06/06/09,114.6,199,42.2,3
2009,Solothurn,BT2009C38,ring_001310,09/06/09,87.9,190,38.9,3
2009,Solothurn,BT2009H12,ring_000336,18/06/09,97.5,203,38.5,2
2009,Solothurn,BT2009H12,ring_000897,18/06/09,102.5,188,38.3,2
2009,Solothurn,BT2009B56,ring_002379,13/06/09,97.3,211,41.4,2
2010,Solothurn,BT2010C29,ring_002077,04/06/10,102,225,41.1,3
2010,Solothurn,BT2010C29,ring_000226,04/06/10,107.1,220,42.4,3
2010,Solothurn,BT2010F39,ring_000556,06/06/10,97.3,212,41.3,2
2010,Solothurn,BT2010F39,ring_000888,06/06/10,95.7,206,39.1,2
2010,Solothurn,BT2010H49,ring_002229,07/06/10,95.8,214,39.7,2
2010,Solothurn,BT2010H49,ring_000711,07/06/10,100.4,215,41,2
2010,Solothurn,BT2010A63,ring_002206,12/06/10,96.9,219.5,39.4,2
2010,Solothurn,BT2010H26,ring_002805,15/06/10,90,213,38.8,2
2010,Solothurn,BT2010G83,ring_001812,19/06/10,101.5,220,37.9,3
2010,Solothurn,BT2010G83,ring_000348,19/06/10,108.7,220,39.8,3
2010,Solothurn,BT2010G14,ring_000168,18/06/10,107.2,228.5,37.3,1
2010,Solothurn,BT2010A11,ring_002355,20/06/10,101.6,222,40.5,2
2010,Solothurn,BT2010A11,ring_001062,20/06/10,97.3,219,40.4,2
2010,Solothurn,BT2010A71,ring_000576,20/06/10,99.3,217,39.8,3
2010,Solothurn,BT2010B62,ring_000722,20/06/10,99.1,215,39.9,3
2010,Solothurn,BT2010B62,ring_001527,20/06/10,101.1,219,39,3
2010,Solothurn,BT2010B62,ring_003061,20/06/10,92.1,211,40.7,3
2010,Solothurn,BT2010A50,ring_001704,20/06/10,106.7,221,40.5,3
2010,Solothurn,BT2010A50,ring_001517,20/06/10,92.3,216,38.8,3
2010,Solothurn,BT2010A50,ring_002760,20/06/10,103.4,222,40.1,3
2010,Solothurn,BT2010B100,ring_003174,21/06/10,103.3,219,39.5,1
2010,Solothurn,BT2010E43,ring_003052,14/06/10,105.5,219,39.4,3
2010,Solothurn,BT2010E43,ring_001463,14/06/10,107.2,225.5,40.6,3
2010,Solothurn,BT2010F8,ring_001435,14/06/10,110.6,219.5,40.2,3
2010,Solothurn,BT2010C94,ring_002597,21/06/10,112.8,225,41.5,3
2010,Solothurn,BT2010C94,ring_002491,21/06/10,100.1,220,39.6,3
2010,Solothurn,BT2010A46,ring_002497,21/06/10,84,212,40.6,3
2010,Solothurn,BT2010A46,ring_003027,21/06/10,89,207,40.7,3
2010,Solothurn,BT2010A46,ring_001186,21/06/10,85.5,202.5,38.2,3
2010,Solothurn,BT2010H25,ring_000995,21/06/10,100.2,226,39.2,2
2010,Solothurn,BT2010H25,ring_002869,21/06/10,87.3,222,37.7,2
2010,Solothurn,BT2010H70,ring_000291,21/06/10,102.8,218,38.6,2
2010,Solothurn,BT2010H70,ring_000440,21/06/10,102.9,219,40.9,2
2010,Solothurn,BT2010H41,ring_000730,25/06/10,85.3,216,39.4,1
2010,Solothurn,BT2010A72,ring_000416,22/06/10,99.4,219,40.5,3
2010,Solothurn,BT2010A72,ring_003187,22/06/10,84,172,36.5,3
2010,Solothurn,BT2010A72,ring_000818,22/06/10,108.4,229,40.6,3
2010,Solothurn,BT2010C38,ring_001354,23/06/10,91.6,211,39,3
2010,Solothurn,BT2010C38,ring_000430,23/06/10,86,205,38.5,3
2010,Solothurn,BT2010C38,ring_001479,23/06/10,97.4,215,40.2,3
2010,Solothurn,BT2010C88,ring_000308,23/06/10,101.2,216.5,36.6,2
2010,Solothurn,BT2010C88,ring_000376,23/06/10,99.1,219.5,39.4,2
2010,Solothurn,BT2010C28,ring_000064,22/06/10,107.6,221,40,3
2010,Solothurn,BT2010C28,ring_000652,22/06/10,103.1,221.5,38.7,3
2010,Solothurn,BT2010C28,ring_000632,22/06/10,112.8,219.5,39.1,3
2010,Solothurn,BT2010E66,ring_002280,23/06/10,108.1,228.5,43,2
2010,Solothurn,BT2010E66,ring_003170,23/06/10,94,215,38.6,2
2010,Solothurn,BT2010A63,ring_000299,12/06/10,99.8,215,38.9,2
2010,Solothurn,BT2010B86,ring_000459,25/06/10,94.9,214,38.9,2
2010,Solothurn,BT2010B86,ring_000901,25/06/10,92.7,214,39.2,2
2010,Solothurn,BT2010B16,ring_002993,25/06/10,93.7,221,39.6,2
2010,Solothurn,BT2010B16,ring_000695,25/06/10,86.9,217,37.2,2
2010,Solothurn,BT2010B34,ring_001394,24/06/10,68.9,213,37.7,3
2010,Solothurn,BT2010B34,ring_001048,24/06/10,81.1,220.5,40.7,3
2010,Solothurn,BT2010B34,ring_000629,24/06/10,84.7,223,40.2,3
2010,Solothurn,BT2010H74,ring_002945,24/06/10,93.8,223,39.6,2
2010,Solothurn,BT2010H74,ring_000539,24/06/10,92.8,218,39.5,2
2010,Solothurn,BT2010H12,ring_001749,24/06/10,102.8,220,39,2
2010,Solothurn,BT2010H12,ring_003020,24/06/10,106,225,40.3,2
2010,Solothurn,BT2010H26,ring_000018,15/06/10,90.6,202,39.5,2
2010,Solothurn,BT2010A1,ring_002741,27/06/10,79.6,218,39.8,3
2010,Solothurn,BT2010A1,ring_002044,27/06/10,75.1,219.5,39.4,3
2010,Solothurn,BT2010A71,ring_002578,20/06/10,89.4,191,36.8,3
2010,Solothurn,BT2010A1,ring_001412,27/06/10,75.2,211,38.2,3
2010,Solothurn,BT2010F36,ring_000426,21/06/10,115.1,212,39,1
2010,Solothurn,BT2010F8,ring_002963,14/06/10,108.8,214,38.2,3
2010,Solothurn,BT2010G107,ring_000266,07/07/10,84,211,38.7,2
2010,Solothurn,BT2010G107,ring_001634,07/07/10,89.9,205,37.9,2
2011,Solothurn,BT2011F8,ring_001545,23/05/11,103.2,216,40.3,3
2011,Solothurn,BT2011F8,ring_001874,23/05/11,113.3,212,41,3
2011,Solothurn,BT2011H49,ring_000474,26/05/11,92.6,218,39.5,3
2011,Solothurn,BT2011H49,ring_002475,26/05/11,95.8,215,40.2,3
2011,Solothurn,BT2011H49,ring_002599,26/05/11,95.3,204,38.3,3
2011,Solothurn,BT2011H41,ring_001162,26/05/11,94,213,39.9,3
2011,Solothurn,BT2011H41,ring_002603,26/05/11,96.6,215,39.3,3
2011,Solothurn,BT2011H41,ring_000669,26/05/11,101.6,211,42,3
2011,Solothurn,BT2011H57,ring_002816,27/05/11,106.3,214,39.7,2
2011,Solothurn,BT2011H57,ring_001340,27/05/11,108.1,204,38,2
2011,Solothurn,BT2011H26,ring_001700,27/05/11,102.6,215,41.6,1
2011,Solothurn,BT2011H53,ring_002085,27/05/11,99.1,216,38.6,3
2011,Solothurn,BT2011H53,ring_001696,27/05/11,102,214,40.1,3
2011,Solothurn,BT2011H53,ring_001082,27/05/11,102,207,38.5,3
2011,Solothurn,BT2011A58,ring_002470,27/05/11,96.2,216.5,38.5,3
2011,Solothurn,BT2011A58,ring_002633,27/05/11,104.7,216,39.2,3
2011,Solothurn,BT2011A11,ring_002202,27/05/11,112.9,220,39.8,3
2011,Solothurn,BT2011A11,ring_000768,27/05/11,101.9,218,39.6,3
2011,Solothurn,BT2011A11,ring_002902,27/05/11,105.7,211,40.4,3
2011,Solothurn,BT2011G37,ring_001103,27/05/11,92,217.5,40.3,2
2011,Solothurn,BT2011G37,ring_003192,27/05/11,95.6,224,41.8,2
2011,Solothurn,BT2011A71,ring_000406,27/05/11,100.3,219,39.1,3
2011,Solothurn,BT2011A71,ring_000345,27/05/11,108.1,217,40.6,3
2011,Solothurn,BT2011E43,ring_002552,27/05/11,94.8,212,38.5,2
2011,Solothurn,BT2011E43,ring_000725,27/05/11,106,226.5,41,2
2011,Solothurn,BT2011F5,ring_001759,26/05/11,95.9,217,38.5,2
2011,Solothurn,BT2011F5,ring_000086,26/05/11,87.2,211,39.3,2
2011,Solothurn,BT2011G83,ring_001706,29/05/11,100.1,223,40.5,2
2011,Solothurn,BT2011G83,ring_002259,29/05/11,104.6,215,39.2,2
2011,Solothurn,BT2011F36,ring_003120,29/05/11,99.5,211,38.5,2
2011,Solothurn,BT2011F36,ring_001492,29/05/11,114.5,211,39.1,2
2011,Solothurn,BT2011C29,ring_002210,29/05/11,105.4,220,41,3
2011,Solothurn,BT2011C29,ring_000511,29/05/11,97.2,221,42.2,3
2011,Solothurn,BT2011C29,ring_000147,29/05/11,103.2,212,40.1,3
2011,Solothurn,BT2011E23,ring_002870,28/05/11,91.6,227,39.8,3
2011,Solothurn,BT2011E23,ring_001583,28/05/11,95.9,224,40.5,3
2011,Solothurn,BT2011E23,ring_000460,28/05/11,97.1,219,39.1,3
2011,Solothurn,BT2011A63,ring_001092,28/05/11,107.7,228,39.7,1
2011,Solothurn,BT2011C38,ring_001374,29/05/11,110.2,219,38.6,3
2011,Solothurn,BT2011C38,ring_000387,29/05/11,104.2,215,40.7,3
2011,Solothurn,BT2011A67,ring_001380,29/05/11,106.5,223,40,2
2011,Solothurn,BT2011A67,ring_002201,29/05/11,95.8,217,41,2
2011,Solothurn,BT2011A72,ring_001228,31/05/11,89.9,215,39.1,3
2011,Solothurn,BT2011A72,ring_000776,31/05/11,87.4,222,40.2,3
2011,Solothurn,BT2011C28,ring_001067,31/05/11,96.8,211,39.2,3
2011,Solothurn,BT2011C28,ring_001728,31/05/11,103.8,212,39.7,3
2011,Solothurn,BT2011D97,ring_001865,31/05/11,92,228,41,2
2011,Solothurn,BT2011D97,ring_001170,31/05/11,90.2,220,40,2
2011,Solothurn,BT2011C94,ring_002955,31/05/11,90.8,225,39.1,3
2011,Solothurn,BT2011C94,ring_001596,31/05/11,105.9,217,41,3
2011,Solothurn,BT2011C13,ring_001135,01/06/11,109.2,225,41.2,2
2011,Solothurn,BT2011C13,ring_000956,01/06/11,94.9,220,40.5,2
2011,Solothurn,BT2011H74,ring_002321,30/05/11,86.4,217,38.7,1
2011,Solothurn,BT2011H25,ring_001771,31/05/11,93.8,207,38.2,3
2011,Solothurn,BT2011H70,ring_000915,29/05/11,91.7,223.5,41.6,3
2011,Solothurn,BT2011H70,ring_001290,29/05/11,98.8,213,41.5,3
2011,Solothurn,BT2011A1,ring_000582,02/06/11,105.8,231,39.3,3
2011,Solothurn,BT2011A1,ring_001285,02/06/11,101.3,224,39.4,3
2011,Solothurn,BT2011G107,ring_002717,03/06/11,98.7,219,40.4,2
2011,Solothurn,BT2011B56,ring_000578,03/06/11,117.9,218,38.7,1
2011,Solothurn,BT2011F8,ring_001271,23/05/11,104.6,201.5,40,3
2011,Solothurn,BT2011C94,ring_002987,31/05/11,91.7,211,40.8,3
2011,Solothurn,BT2011C28,ring_001843,31/05/11,88.7,201,37.5,3
2011,Solothurn,BT2011C88,ring_002450,05/06/11,95.2,217,40.9,3
2011,Solothurn,BT2011C88,ring_000302,05/06/11,83.5,214,37.7,3
2011,Solothurn,BT2011A58,ring_002731,27/05/11,109.2,217.5,41.1,3
2011,Solothurn,BT2011A71,ring_000232,27/05/11,92.6,211,41.7,3
2011,Solothurn,BT2011B65,ring_000044,06/06/11,103.3,206,39.5,3
2011,Solothurn,BT2011B65,ring_002325,06/06/11,106.4,209,40,3
2011,Solothurn,BT2011C88,ring_002455,05/06/11,95.2,204,37.6,3
2011,Solothurn,BT2011C91,ring_001462,09/06/11,105.9,217,39.8,2
2011,Solothurn,BT2011C91,ring_001089,09/06/11,102.7,211.5,40.2,2
2011,Solothurn,BT2011G107,ring_001888,03/06/11,97.8,206,38,2
2011,Solothurn,BT2011G10,ring_000896,08/06/11,100.5,213,37.5,2
2011,Solothurn,BT2011G10,ring_001725,08/06/11,98.8,211.5,40,2
2011,Solothurn,BT2011A72,ring_002654,31/05/11,79.3,206,38.4,3
2011,Solothurn,BT2011H25,ring_000891,31/05/11,95.3,207,38.7,3
2011,Solothurn,BT2011B34,ring_000749,16/06/11,99.7,218,40,2
2011,Solothurn,BT2011F21,ring_002544,14/06/11,106.3,217,39,3
2011,Solothurn,BT2011F21,ring_001810,14/06/11,95.2,206.5,37,3
2011,Solothurn,BT2011A1,ring_000088,02/06/11,70.4,172,37.3,3
2012,Solothurn,BT2012G83,ring_000275,04/06/12,102.4,215.5,39,3
2012,Solothurn,BT2012G83,ring_000047,04/06/12,102.7,215,36.8,3
2012,Solothurn,BT2012A71,ring_001705,05/06/12,109.8,219,41.6,2
2012,Solothurn,BT2012A71,ring_000720,05/06/12,108.3,220,39.6,2
2012,Solothurn,BT2012C94,ring_002888,06/06/12,98.2,217,40,3
2012,Solothurn,BT2012C94,ring_001540,06/06/12,111.6,216,40.5,3
2012,Solothurn,BT2012C94,ring_002441,06/06/12,106.2,225,41.1,3
2012,Solothurn,BT2012A50,ring_001226,08/06/12,113.5,224,39.5,2
2012,Solothurn,BT2012A50,ring_000143,08/06/12,109.2,223,39.5,2
2012,Solothurn,BT2012A67,ring_003133,10/06/12,99.6,215,38.9,2
2012,Solothurn,BT2012A67,ring_000507,10/06/12,88.2,201,36.6,2
2012,Solothurn,BT2012B86,ring_001481,10/06/12,93.1,220,40.5,3
2012,Solothurn,BT2012B86,ring_001571,10/06/12,89.9,217,39.5,3
2012,Solothurn,BT2012C38,ring_000463,08/06/12,110.2,215,41.4,3
2012,Solothurn,BT2012C38,ring_001530,08/06/12,113.5,195,39,3
2012,Solothurn,BT2012B2,ring_000764,11/06/12,101.2,211,38.5,3
2012,Solothurn,BT2012B2,ring_001126,11/06/12,96.6,209,39.2,3
2012,Solothurn,BT2012B2,ring_000202,11/06/12,89,206,38.5,3
2012,Solothurn,BT2012F39,ring_001775,09/06/12,103.5,226,39.7,1
2012,Solothurn,BT2012C29,ring_001724,10/06/12,97.8,210,39.5,3
2012,Solothurn,BT2012C29,ring_001813,10/06/12,97,207,36.8,3
2012,Solothurn,BT2012C28,ring_001076,11/06/12,101.8,211,38.5,3
2012,Solothurn,BT2012C28,ring_001822,11/06/12,105.3,216,39.4,3
2012,Solothurn,BT2012C28,ring_000230,11/06/12,92.9,209,37.9,3
2012,Solothurn,BT2012G10,ring_001370,11/06/12,109.7,221,40.6,1
2012,Solothurn,BT2012G37,ring_002837,08/06/12,104.8,220,39,3
2012,Solothurn,BT2012G37,ring_002549,08/06/12,105.8,215,40,3
2012,Solothurn,BT2012B34,ring_000712,26/06/12,106.6,221,39.2,2
2012,Solothurn,BT2012F35,ring_002646,11/06/12,96.1,214,39.1,3
2012,Solothurn,BT2012F35,ring_000551,11/06/12,97,216,38.7,3
2012,Solothurn,BT2012F35,ring_001620,11/06/12,92.9,208,38.8,3
2012,Solothurn,BT2012H74,ring_001986,11/06/12,95.6,209,38.2,3
2012,Solothurn,BT2012H74,ring_001860,11/06/12,86.9,199,36.4,3
2012,Solothurn,BT2012H74,ring_000929,11/06/12,75,197,36.7,3
2012,Solothurn,BT2012H26,ring_000898,11/06/12,99.7,204,40,3
2012,Solothurn,BT2012H26,ring_003126,11/06/12,98.9,199,40.1,3
2012,Solothurn,BT2012H12,ring_001431,09/06/12,93.7,210,38.7,2
2012,Solothurn,BT2012H12,ring_001132,09/06/12,99.9,218,39.2,2
2012,Solothurn,BT2012H70,ring_001033,08/06/12,107.5,206,39.5,3
2012,Solothurn,BT2012H70,ring_001475,08/06/12,109,215,38.4,3
2012,Solothurn,BT2012H70,ring_000708,08/06/12,109.1,202,39.4,3
2012,Solothurn,BT2012B40,ring_000258,21/06/12,104.9,205,39.5,3
2012,Solothurn,BT2012B40,ring_003040,21/06/12,108.4,210,40,3
2012,Solothurn,BT2012A1,ring_002257,18/06/12,88.7,198,37.2,2
2012,Solothurn,BT2012A1,ring_000643,18/06/12,99.9,216,39.1,2
2012,Solothurn,BT2012B16,ring_001038,16/06/12,90.5,190,37.5,3
2012,Solothurn,BT2012B16,ring_000968,16/06/12,93.2,206,40.6,3
2012,Solothurn,BT2012B16,ring_002877,16/06/12,80.3,198,39,3
2012,Solothurn,BT2012C13,ring_000626,19/06/12,81,208,39.1,2
2012,Solothurn,BT2012C13,ring_002458,19/06/12,72.1,208,38,2
2012,Solothurn,BT2012C6,ring_001904,18/06/12,95.2,220,42,3
2012,Solothurn,BT2012C6,ring_003018,18/06/12,103.5,224,40.9,3
2012,Solothurn,BT2012D97,ring_002636,21/06/12,101.9,207,41.5,1
2012,Solothurn,BT2012D96,ring_003072,19/06/12,98.4,226,41.8,2
2012,Solothurn,BT2012D96,ring_000794,19/06/12,97.5,215,41.5,2
2012,Solothurn,BT2012D80,ring_001039,18/06/12,98.8,200,38.8,3
2012,Solothurn,BT2012E98,ring_002901,14/06/12,114.1,227,42.5,2
2012,Solothurn,BT2012E98,ring_002622,14/06/12,106.3,213,39,2
2012,Solothurn,BT2012F4,ring_002634,21/06/12,95.2,221,39.7,2
2012,Solothurn,BT2012F4,ring_000510,21/06/12,101.8,219,39.4,2
2012,Solothurn,BT2012H53,ring_002233,16/06/12,112.2,217,38.7,1
2012,Solothurn,BT2012H27,ring_000690,19/06/12,93.1,214,37.7,2
2012,Solothurn,BT2012H27,ring_001367,19/06/12,86.8,218,39.2,2
2012,Solothurn,BT2012G60,ring_000823,15/06/12,90.3,205,38.7,3
2012,Solothurn,BT2012G60,ring_002385,15/06/12,98.8,208,37.5,3
2012,Solothurn,BT2012G60,ring_003171,15/06/12,101.7,208,38.4,3
2012,Solothurn,BT2012G37,ring_002445,08/06/12,104.5,218,41.2,3
2012,Solothurn,BT2012B86,ring_001406,10/06/12,90,197,37.9,3
2012,Solothurn,BT2012A72,ring_001747,23/06/12,102.1,220,40,3
2012,Solothurn,BT2012A72,ring_000827,23/06/12,100.8,223,39.5,3
2012,Solothurn,BT2012B40,ring_002094,21/06/12,90,188,35.5,3
2012,Solothurn,BT2012H26,ring_002439,11/06/12,75,159,34.6,3
2013,Solothurn,BT2013H49,ring_000798,13/06/13,101.6,228,40.2,3
2013,Solothurn,BT2013H49,ring_001454,13/06/13,91.3,217,39.9,3
2013,Solothurn,BT2013A71,ring_000182,10/06/13,98,228,40,3
2013,Solothurn,BT2013A71,ring_001361,10/06/13,94.6,224,40.1,3
2013,Solothurn,BT2013A71,ring_003075,10/06/13,98,217,39.2,3
2013,Solothurn,BT2013E43,ring_002453,09/06/13,99.4,226,41,3
2013,Solothurn,BT2013E43,ring_000297,09/06/13,100.3,223,39,3
2013,Solothurn,BT2013E43,ring_003103,09/06/13,97.8,223,38.1,3
2013,Solothurn,BT2013F5,ring_001164,15/06/13,96.7,217,38,2
2013,Solothurn,BT2013H26,ring_002346,15/06/13,96.1,211,37.6,2
2013,Solothurn,BT2013G83,ring_001438,15/06/13,98.6,220,39.7,3
2013,Solothurn,BT2013G83,ring_000775,15/06/13,112.7,217,40.9,3
2013,Solothurn,BT2013G83,ring_000141,15/06/13,100.5,219,38.7,3
2013,Solothurn,BT2013A11,ring_001889,16/06/13,98.4,218,38.4,3
2013,Solothurn,BT2013A11,ring_001421,16/06/13,101.2,213,38.3,3
2013,Solothurn,BT2013A11,ring_001332,16/06/13,95.2,211,37.1,3
2013,Solothurn,BT2013H25,ring_001655,16/06/13,95.5,213,35.7,2
2013,Solothurn,BT2013C29,ring_000686,16/06/13,81.8,204,38.1,3
2013,Solothurn,BT2013C29,ring_000925,16/06/13,86.4,203,39.8,3
2013,Solothurn,BT2013B34,ring_001467,16/06/13,96,226,38.8,3
2013,Solothurn,BT2013B34,ring_003002,16/06/13,96.7,224,38.4,3
2013,Solothurn,BT2013B34,ring_001221,16/06/13,92.4,222,38,3
2013,Solothurn,BT2013H27,ring_003044,16/06/13,100.1,225,37.1,2
2013,Solothurn,BT2013H27,ring_000033,16/06/13,99.2,221,37.1,2
2013,Solothurn,BT2013C38,ring_003101,16/06/13,102.6,221,40.6,3
2013,Solothurn,BT2013C38,ring_002039,16/06/13,99.6,220,40.6,3
2013,Solothurn,BT2013A63,ring_001409,17/06/13,97.9,224,39.7,1
2013,Solothurn,BT2013A50,ring_003016,17/06/13,104,218,40.3,2
2013,Solothurn,BT2013A50,ring_001698,17/06/13,102.7,218,37.5,2
2013,Solothurn,BT2013B2,ring_000778,18/06/13,101,216,40.3,3
2013,Solothurn,BT2013B2,ring_002976,18/06/13,92.4,218,39.1,3
2013,Solothurn,BT2013B2,ring_001437,18/06/13,92.8,209,37.6,3
2013,Solothurn,BT2013B40,ring_000249,21/06/13,97.6,227,40.6,1
2013,Solothurn,BT2013B44,ring_001081,18/06/13,83.4,218,37,2
2013,Solothurn,BT2013B44,ring_000851,18/06/13,91.1,227,39,2
2013,Solothurn,BT2013C28,ring_002004,22/06/13,119.6,214,42,3
2013,Solothurn,BT2013C28,ring_001266,22/06/13,107,209,39.4,3
2013,Solothurn,BT2013D96,ring_001396,18/06/13,105.3,219,39.9,3
2013,Solothurn,BT2013D96,ring_001691,18/06/13,87.3,217,39.2,3
2013,Solothurn,BT2013D96,ring_003113,18/06/13,99.1,219,38.5,3
2013,Solothurn,BT2013E82,ring_001521,20/06/13,99.2,216,41.9,1
2013,Solothurn,BT2013D80,ring_002348,19/06/13,98.3,215,39.7,2
2013,Solothurn,BT2013D80,ring_000012,19/06/13,92.5,218,38.8,2
2013,Solothurn,BT2013F4,ring_001110,13/06/13,78.5,187,36.8,1
2013,Solothurn,BT2013F8,ring_002288,20/06/13,94.9,218,35.9,3
2013,Solothurn,BT2013F8,ring_001826,20/06/13,101.5,223,37.4,3
2013,Solothurn,BT2013H53,ring_000978,21/06/13,103.6,221,42.3,2
2013,Solothurn,BT2013H53,ring_002768,21/06/13,110.7,220,40.9,2
2013,Solothurn,BT2013G37,ring_002141,18/06/13,99.4,225,39.2,3
2013,Solothurn,BT2013G37,ring_000935,18/06/13,91.1,226,40.5,3
2013,Solothurn,BT2013G37,ring_001363,18/06/13,105.4,223,39.7,3
2013,Solothurn,BT2013A72,ring_000188,24/06/13,96.7,214,37.4,1
2013,Solothurn,BT2013B16,ring_002060,24/06/13,110.6,220,39.9,1
2013,Solothurn,BT2013A58,ring_002084,06/07/13,93.4,216,41.6,2
2013,Solothurn,BT2013A58,ring_001755,06/07/13,93.3,222,41.5,2
2013,Solothurn,BT2013G14,ring_000115,06/07/13,100.5,226,38.5,2
2013,Solothurn,BT2013G14,ring_000056,06/07/13,103.5,226,40.5,2
2014,Solothurn,BT2014A50,ring_002413,03/06/14,117.6,218,40,3
2014,Solothurn,BT2014A50,ring_001720,03/06/14,102.3,226,38.3,3
2014,Solothurn,BT2014A50,ring_001391,03/06/14,113.9,226,41.7,3
2014,Solothurn,BT2014E43,ring_001659,07/06/14,102.4,219,39.8,3
2014,Solothurn,BT2014E43,ring_001245,07/06/14,98.1,227,40.3,3
2014,Solothurn,BT2014G83,ring_000470,05/06/14,114.1,221,41.3,2
2014,Solothurn,BT2014G83,ring_001426,05/06/14,111.8,217,40.9,2
2014,Solothurn,BT2014A11,ring_002474,08/06/14,103.8,215,38.9,3
2014,Solothurn,BT2014A11,ring_002536,08/06/14,94.1,209,39.4,3
2014,Solothurn,BT2014A11,ring_000883,08/06/14,92,209,39.6,3
2014,Solothurn,BT2014A71,ring_001319,08/06/14,98.1,213,39.5,3
2014,Solothurn,BT2014A71,ring_000504,08/06/14,112.1,216,41.2,3
2014,Solothurn,BT2014A71,ring_001891,08/06/14,102.1,216,40,3
2014,Solothurn,BT2014B2,ring_000871,08/06/14,86.4,202,39.5,3
2014,Solothurn,BT2014B2,ring_000682,08/06/14,86.5,198,40.4,3
2014,Solothurn,BT2014B2,ring_000677,08/06/14,96,207,40,3
2014,Solothurn,BT2014B34,ring_000325,08/06/14,104.6,224,38,3
2014,Solothurn,BT2014B34,ring_001401,08/06/14,91.5,231,40.2,3
2014,Solothurn,BT2014B34,ring_002666,08/06/14,88.9,218,38,3
2014,Solothurn,BT2014F5,ring_000521,08/06/14,107.7,218,40,3
2014,Solothurn,BT2014F5,ring_002556,08/06/14,106.1,216,39.3,3
2014,Solothurn,BT2014F5,ring_000866,08/06/14,97.2,217,39.3,3
2014,Solothurn,BT2014F35,ring_002111,08/06/14,86.2,216,39,1
2014,Solothurn,BT2014D96,ring_001832,09/06/14,102.8,216,40.2,1
2014,Solothurn,BT2014F8,ring_002275,09/06/14,98.8,208,38.2,3
2014,Solothurn,BT2014F8,ring_000051,09/06/14,99.6,209,40.2,3
2014,Solothurn,BT2014F8,ring_002218,09/06/14,70.4,205,36.3,3
2014,Solothurn,BT2014H26,ring_001218,08/06/14,99.9,208,39.2,1
2014,Solothurn,BT2014C29,ring_000080,10/06/14,85.6,217,39.5,3
2014,Solothurn,BT2014C29,ring_002650,10/06/14,86,216,40,3
2014,Solothurn,BT2014C94,ring_002572,10/06/14,85.4,221,38,3
2014,Solothurn,BT2014C94,ring_002982,10/06/14,94.1,214,38.5,3
2014,Solothurn,BT2014C94,ring_000641,10/06/14,90.9,224,39.2,3
2014,Solothurn,BT2014E98,ring_003145,10/06/14,103.8,223,41.5,2
2014,Solothurn,BT2014F4,ring_001157,10/06/14,95.4,221,38.8,2
2014,Solothurn,BT2014F4,ring_000683,10/06/14,91.1,220,40,2
2014,Solothurn,BT2014G107,ring_003076,11/06/14,91.4,222,39.8,3
2014,Solothurn,BT2014G107,ring_002639,11/06/14,93,228,40.3,3
2014,Solothurn,BT2014G107,ring_001820,11/06/14,89.2,221,40.5,3
2014,Solothurn,BT2014H25,ring_000516,10/06/14,81.6,220,37.6,3
2014,Solothurn,BT2014H25,ring_000102,10/06/14,84.6,218,37.6,3
2014,Solothurn,BT2014H25,ring_002929,10/06/14,97.7,227,38.5,3
2014,Solothurn,BT2014F36,ring_002500,12/06/14,84.4,218,38.3,3
2014,Solothurn,BT2014F36,ring_000931,12/06/14,90.7,216,38.6,3
2014,Solothurn,BT2014F36,ring_002421,12/06/14,93,216,37.4,3
2014,Solothurn,BT2014B86,ring_003128,14/06/14,99.7,201,42.2,3
2014,Solothurn,BT2014H57,ring_000659,16/06/14,93.8,224,40,3
2014,Solothurn,BT2014H57,ring_002131,16/06/14,101.8,218,39.2,3
2014,Solothurn,BT2014H57,ring_003183,16/06/14,86.5,203,39.9,3
2014,Solothurn,BT2014H74,ring_000884,17/06/14,88,206,37.7,2
2014,Solothurn,BT2014D80,ring_001471,17/06/14,97,219,40.3,3
2014,Solothurn,BT2014D80,ring_000672,17/06/14,99.8,222,40.6,3
2014,Solothurn,BT2014B56,ring_000003,18/06/14,94,202,37.4,3
2014,Solothurn,BT2014B56,ring_002520,18/06/14,100.1,203,38.7,3
2014,Solothurn,BT2014B47,ring_003088,20/06/14,107,202,40.7,3
2014,Solothurn,BT2014B47,ring_001939,20/06/14,99.6,203,38.4,3
2014,Solothurn,BT2014B47,ring_002753,20/06/14,78.9,188,37.9,3
2014,Solothurn,BT2014C38,ring_002834,19/06/14,97.2,215,40.2,3
2014,Solothurn,BT2014C38,ring_000793,19/06/14,92.9,218,40.9,3
2014,Solothurn,BT2014C38,ring_000689,19/06/14,81.9,205,NA,3
2014,Solothurn,BT2014C28,ring_003136,19/06/14,102.6,211,41.4,3
2014,Solothurn,BT2014C28,ring_002994,19/06/14,97.1,215,40.4,3
2014,Solothurn,BT2014H41,ring_001477,19/06/14,98.9,205,39.7,2
2014,Solothurn,BT2014A63,ring_000943,24/06/14,96.1,223,40.7,1
2014,Solothurn,BT2014H74,ring_001400,17/06/14,95.3,207,38.8,2
