year,date,t_daily_mean,rain_daily,wind_daily_mean
1999,01/01/99,-0.6,0,0.82
1999,02/01/99,-0.04,4,1.02
1999,03/01/99,5.16,3,4.78
1999,04/01/99,7,1.2,2.08
1999,05/01/99,3.96,0,0.98
1999,06/01/99,1.3,0,1.04
1999,07/01/99,4.48,0.4,3.22
1999,08/01/99,6.56,9.55,4.74
1999,09/01/99,3.08,1.4,4.02
1999,10/01/99,1.08,0,3.82
1999,11/01/99,1.02,2.9,2.5
1999,12/01/99,-1.5,0.3,2.86
1999,13/01/99,0.36,3.05,4.7
1999,14/01/99,1.7,1.6,3.366666667
1999,15/01/99,0.4,0,1.48
1999,16/01/99,-0.14,0,1.06
1999,17/01/99,-0.66,0,0.74
1999,18/01/99,1.04,0,0.64
1999,19/01/99,-0.66,0,0.72
1999,20/01/99,-1.28,0,0.96
1999,21/01/99,-2.02,0,0.76
1999,22/01/99,-2.58,0,0.78
1999,23/01/99,-1.98,0,1.3
1999,24/01/99,-1.42,0,1.22
1999,25/01/99,0.82,0,1.5
1999,26/01/99,4.74,6.3,3.12
1999,27/01/99,2.2,4.85,5.18
1999,28/01/99,2.06,17.2,5.06
1999,29/01/99,0.24,2.35,3.24
1999,30/01/99,-4.96,0,3.1
1999,31/01/99,-5.4,0,5.36
1999,01/02/99,-5.46,0,4.42
1999,02/02/99,-1.68,0,2.56
1999,03/02/99,-0.14,0,0.9
1999,04/02/99,2.82,0,1.76
1999,05/02/99,3.66,6.7,6.04
1999,06/02/99,1.56,6,5.06
1999,07/02/99,0.8,13.35,5.56
1999,08/02/99,-2.2,3.6,4.88
1999,09/02/99,-0.34,24.65,3.26
1999,10/02/99,-5.24,0.4,1.1
1999,11/02/99,-4.56,1.35,1.4
1999,12/02/99,-8.36,0,3.46
1999,13/02/99,-6.92,0,5.2
1999,14/02/99,-5.7,0,1.56
1999,15/02/99,-6.26,0,0.86
1999,16/02/99,-1.1,0.9,3.12
1999,17/02/99,1.28,4.2,5.4
1999,18/02/99,1.62,11.65,3.7
1999,19/02/99,3.52,10.9,3.4
1999,20/02/99,4.98,16.85,4.24
1999,21/02/99,5.92,11.65,6.22
1999,22/02/99,2.5,12.05,6.18
1999,23/02/99,0.26,1.35,4.86
1999,24/02/99,0.06,4.5,2.6
1999,25/02/99,0.98,0,2.4
1999,26/02/99,-0.08,0,0.9
1999,27/02/99,1.8,0,1
1999,28/02/99,2.84,0.5,0.64
1999,01/03/99,3.86,1.45,3.38
1999,02/03/99,8.36,2.2,4.44
1999,03/03/99,7.88,0,3.4
1999,04/03/99,1.92,21,0.96
1999,05/03/99,2.76,2.1,4.06
1999,06/03/99,2.34,1.25,2.5
1999,07/03/99,1.8,0,3.78
1999,08/03/99,0.4,8.7,0.88
1999,09/03/99,6.92,2.9,3.14
1999,10/03/99,7.36,1.45,1.08
1999,11/03/99,7.12,0,1.7
1999,12/03/99,6.76,0,1
1999,13/03/99,8.1,0,0.88
1999,14/03/99,9.44,0,1.04
1999,15/03/99,9.56,0,2.4
1999,16/03/99,8.64,0,3.78
1999,17/03/99,4.98,0,5.36
1999,18/03/99,3.9,0,3.3
1999,19/03/99,3.16,0,1.08
1999,20/03/99,3.52,0,1.6
1999,21/03/99,4.98,1.85,3
1999,22/03/99,4.46,11.35,4.74
1999,23/03/99,3.82,2.6,2.88
1999,24/03/99,5.04,0,1.08
1999,25/03/99,6.92,0,1.26
1999,26/03/99,8.96,0.75,1.76
1999,27/03/99,5.16,5.75,1.76
1999,28/03/99,4.08,0,1.44
1999,29/03/99,5.08,0,1.14
1999,30/03/99,6,0,1.8
1999,31/03/99,6.94,0,2.04
1999,01/04/99,8.74,0,1.34
1999,02/04/99,9.88,0.5,1.5
1999,03/04/99,11.66,0,1.68
1999,04/04/99,11.96,0.1,2.72
1999,05/04/99,10.84,0,1.2
1999,06/04/99,12.74,0,2.58
1999,07/04/99,8.48,26,2.86
1999,08/04/99,7.6,1.2,3.16
1999,09/04/99,8.64,0,2.96
1999,10/04/99,8.66,0,1.3
1999,11/04/99,7.86,4.65,2.4
1999,12/04/99,4.72,8.2,3.88
1999,13/04/99,5.72,8.35,5.4
1999,14/04/99,7.4,0.15,5.52
1999,15/04/99,1.46,14.1,2.56
1999,16/04/99,1.6,6.85,0.74
1999,17/04/99,3.92,0.05,1.38
1999,18/04/99,3.66,5.35,3.32
1999,19/04/99,4.28,6.05,3.22
1999,20/04/99,5.96,0.5,1.18
1999,21/04/99,8.96,8.2,2.06
1999,22/04/99,10.86,3,3.3
1999,23/04/99,9.12,1.2,1.72
1999,24/04/99,9.34,0.4,1.64
1999,25/04/99,10.24,0,1.7
1999,26/04/99,11.98,17.55,2.22
1999,27/04/99,12.46,4.4,2.18
1999,28/04/99,11.74,0.05,3.52
1999,29/04/99,13.8,5.6,2.84
1999,30/04/99,12.7,3.6,2.1
1999,01/05/99,14.86,0.05,1.42
1999,02/05/99,14.7,0,1.86
1999,03/05/99,16.48,0,3.42
1999,04/05/99,15.52,0,2.84
1999,05/05/99,15.14,7.95,1.48
1999,06/05/99,15.86,3,1.52
1999,07/05/99,15.6,5.2,1.56
1999,08/05/99,13.38,22.7,2.22
1999,09/05/99,13.88,0,2
1999,10/05/99,15.5,1.15,1.94
1999,11/05/99,14.58,22.85,1.28
1999,12/05/99,15.16,33.85,3.14
1999,13/05/99,15.76,9.35,2.6
1999,14/05/99,12.7,27.05,1.18
1999,15/05/99,12.72,0,1.84
1999,16/05/99,12.68,0,3.6
1999,17/05/99,10.86,1.35,3.8
1999,18/05/99,13.88,0.4,2.06
1999,19/05/99,12.42,8.3,1.66
1999,20/05/99,11.58,8.85,2.48
1999,21/05/99,12.5,1.05,3.2
1999,22/05/99,12.72,3.6,2.88
1999,23/05/99,13.08,0,1.68
1999,24/05/99,16.54,0,1.34
1999,25/05/99,16.82,2.7,1.66
1999,26/05/99,17.46,0,1.04
1999,27/05/99,19.74,0.55,1.52
1999,28/05/99,19.06,0.05,1.4
1999,29/05/99,19.86,0,1.6
1999,30/05/99,20.88,0,2.04
1999,31/05/99,19.26,2.25,1.22
1999,01/06/99,20.08,4.85,1.26
1999,02/06/99,18.62,11.85,2.133333333
1999,03/06/99,17.66,9.15,2.7
1999,04/06/99,14.34,4.05,4.1
1999,05/06/99,12.58,0.05,1.86
1999,06/06/99,10.94,19.55,1.78
1999,07/06/99,13.82,13.6,1.566666667
1999,08/06/99,12.84,21.6,2
1999,09/06/99,14.82,0,1.88
1999,10/06/99,13.2,10.6,1.6
1999,11/06/99,14.64,0.4,1.82
1999,12/06/99,14.96,0,1.78
1999,13/06/99,16.28,8.5,1.72
1999,14/06/99,14.4,0.05,2.1
1999,15/06/99,16.56,0,2.82
1999,16/06/99,17.26,0,2.82
1999,17/06/99,17.9,0,1.78
1999,18/06/99,16.68,0,2.6
1999,19/06/99,14.56,0,2.76
1999,20/06/99,15.52,0,2.34
1999,21/06/99,12.28,19.55,3.28
1999,22/06/99,11.9,0.15,1.72
1999,23/06/99,13.54,0,2.8
1999,24/06/99,15.92,0,2.48
1999,25/06/99,17.72,0,1.24
1999,26/06/99,15.24,4.55,1.3
1999,27/06/99,17.06,13.05,2.16
1999,28/06/99,15.66,1.65,2.68
1999,29/06/99,16.32,0.1,1.1
1999,30/06/99,17.8,0,2.54
1999,01/07/99,18.82,0,1.4
1999,02/07/99,20.7,0,1.26
1999,03/07/99,22.48,0,1.16
1999,04/07/99,23.34,0.1,1.36
1999,05/07/99,21.08,5.95,2.06
1999,06/07/99,16.36,15.4,2.3
1999,07/07/99,16.02,11.5,1.5
1999,08/07/99,16.74,0.15,3.34
1999,09/07/99,16.98,0,5.48
1999,10/07/99,17.16,6.6,2.08
1999,11/07/99,19.04,18.55,1.64
1999,12/07/99,19.1,0.1,1.18
1999,13/07/99,19.34,13.45,1.42
1999,14/07/99,18.5,9.15,3.84
1999,15/07/99,18.54,0.75,2.4
1999,16/07/99,17.82,0,1.46
1999,17/07/99,19.42,0,1.76
1999,18/07/99,20.74,0.45,1.26
1999,19/07/99,19.72,1.9,1.46
1999,20/07/99,21.1,0,2.22
1999,21/07/99,20.92,0,3.32
1999,22/07/99,17.3,0,3.24
1999,23/07/99,14.42,0.15,2.32
1999,24/07/99,16.06,0,4.58
1999,25/07/99,17.92,0,3.12
1999,26/07/99,19.52,0,2.4
1999,27/07/99,21.44,0,1.86
1999,28/07/99,19.76,0,2.36
1999,29/07/99,20.72,0,3.26
1999,30/07/99,19.26,0,1.98
1999,31/07/99,18.84,0,1.62
1999,01/08/99,19.38,0,1.24
1999,02/08/99,19.82,0,1.62
1999,03/08/99,18.94,5.7,1.36
1999,04/08/99,19.92,5.2,1.26
1999,05/08/99,20.86,0.85,1.34
1999,06/08/99,22.04,41.6,1.9
1999,07/08/99,20.34,0.2,1.46
1999,08/08/99,21.36,6.95,2.38
1999,09/08/99,21.54,9.1,1.72
1999,10/08/99,19.22,24.95,3.48
1999,11/08/99,17.22,5.15,1.88
1999,12/08/99,15.76,3.65,2
1999,13/08/99,16.26,1.1,1.58
1999,14/08/99,16.06,1.6,1.64
1999,15/08/99,17.72,3.65,3.22
1999,16/08/99,15.6,12.5,1.66
1999,17/08/99,16.72,2.55,1.42
1999,18/08/99,16.52,4.4,1.92
1999,19/08/99,17,7.55,2.38
1999,20/08/99,15.04,10.7,1.18
1999,21/08/99,15.94,0,2.12
1999,22/08/99,16.42,0,3.02
1999,23/08/99,16.58,0.15,0.88
1999,24/08/99,19.34,4.35,1.74
1999,25/08/99,20.88,0.25,1.04
1999,26/08/99,19.66,3.45,1.08
1999,27/08/99,19.96,0.05,0.86
1999,28/08/99,17.86,2.8,1.26
1999,29/08/99,17.3,0,3.36
1999,30/08/99,16.36,0,2.36
1999,31/08/99,16.98,0.05,1.62
1999,01/09/99,17.36,0,1.78
1999,02/09/99,17.04,0,4.74
1999,03/09/99,16.26,0,3.68
1999,04/09/99,15.96,0,1.18
1999,05/09/99,16.76,0,1.4
1999,06/09/99,16.36,0,1.78
1999,07/09/99,18.48,0,1.44
1999,08/09/99,17.84,0,2.04
1999,09/09/99,18,0,1.08
1999,10/09/99,17.88,0,1.5
1999,11/09/99,18.38,0,0.86
1999,12/09/99,19.36,0,1.08
1999,13/09/99,19.1,0,1.18
1999,14/09/99,18.7,0,0.88
1999,15/09/99,18.62,1.75,1.72
1999,16/09/99,16.34,4.5,1.68
1999,17/09/99,15.7,7.3,1.68
1999,18/09/99,14.66,0.1,2.02
1999,19/09/99,14.06,0.05,1.38
1999,20/09/99,14.02,30.35,2.14
1999,21/09/99,14.4,2.7,1.76
1999,22/09/99,15.52,0.1,1
1999,23/09/99,17.18,10,1.08
1999,24/09/99,17.72,13.3,1.06
1999,25/09/99,16.1,49,1.04
1999,26/09/99,14.14,5.15,2.24
1999,27/09/99,13.42,0.05,1.4
1999,28/09/99,13.73333333,8.85,5.566666667
1999,29/09/99,14.04,4.7,2.12
1999,30/09/99,12.8,6.35,3.38
1999,01/10/99,12.78,3.1,4.24
1999,02/10/99,13.12,0.15,1.98
1999,03/10/99,10.42,15.85,3.32
1999,04/10/99,8.2,3.75,2.34
1999,05/10/99,7.26,0.85,1.5
1999,06/10/99,7,0,2.26
1999,07/10/99,5.58,0,1.46
1999,08/10/99,8.14,0.15,1.04
1999,09/10/99,10.46,0,1.34
1999,10/10/99,10.04,0,1.08
1999,11/10/99,10.16,0.05,1
1999,12/10/99,10.32,0,0.82
1999,13/10/99,10.88,0.05,1.12
1999,14/10/99,10.84,0,1.14
1999,15/10/99,9.22,0.05,1.9
1999,16/10/99,8.5,0,1.96
1999,17/10/99,7.36,0,2.84
1999,18/10/99,3.86,0,3.86
1999,19/10/99,4.66,6.25,2.64
1999,20/10/99,6.94,0.15,2.56
1999,21/10/99,8.24,0,1.24
1999,22/10/99,8.14,0,1.16
1999,23/10/99,9.6,6,1.72
1999,24/10/99,7.94,0.15,1.16
1999,25/10/99,9.62,8.8,1.48
1999,26/10/99,10.46,0.05,1.46
1999,27/10/99,8.2,0.1,0.76
1999,28/10/99,9.92,0,0.76
1999,29/10/99,13.18,0.05,1.26
1999,30/10/99,11.58,0.4,1.24
1999,31/10/99,11.52,8.35,2.28
1999,01/11/99,7.96,0,0.78
1999,02/11/99,10.34,13.5,0.86
1999,03/11/99,8.84,9.2,2.48
1999,04/11/99,7.86,0,2
1999,05/11/99,9.08,0,1.54
1999,06/11/99,6.66,11.25,3.02
1999,07/11/99,4.36,0,1.48
1999,08/11/99,3.7,0,1.32
1999,09/11/99,5.42,1.8,1.02
1999,10/11/99,4.72,11.7,1.08
1999,11/11/99,3.62,0.2,4.56
1999,12/11/99,3.08,0,2.28
1999,13/11/99,2.48,0,2.56
1999,14/11/99,2.04,0,1.64
1999,15/11/99,2.4,0.7,5.3
1999,16/11/99,2.32,1.15,1.52
1999,17/11/99,0.52,1.8,2.1
1999,18/11/99,0.56,11.85,3.62
1999,19/11/99,-0.88,3.3,1.74
1999,20/11/99,-3.1,0,2.82
1999,21/11/99,-3.52,0,3.76
1999,22/11/99,-2.9,0,0.8
1999,23/11/99,-0.68,0.85,1.8
1999,24/11/99,0.3,0,0.86
1999,25/11/99,0.28,0,1.64
1999,26/11/99,-1,0,1.86
1999,27/11/99,-0.36,0,1.38
1999,28/11/99,-1.54,0,0.86
1999,29/11/99,-1.24,0,1.04
1999,30/11/99,-1.28,0,1.38
1999,01/12/99,1.56,0.05,1.04
1999,02/12/99,5.34,1.2,2.48
1999,03/12/99,3.28,0,2.566666667
1999,04/12/99,6.16,7.1,5.58
1999,05/12/99,1.14,0.45,2.96
1999,06/12/99,-1.78,0,1
1999,07/12/99,1.2,0,1.58
1999,08/12/99,6.34,0.35,2.34
1999,09/12/99,3.34,3.15,1.8
1999,10/12/99,4.04,4.95,2.34
1999,11/12/99,2.62,4.95,3.8
1999,12/12/99,6.84,7.6,7.46
1999,13/12/99,3.22,3.25,5.76
1999,14/12/99,3.44,11.55,5.26
1999,15/12/99,0.34,2.95,1.44
1999,16/12/99,-2.02,0.05,3.74
1999,17/12/99,-3.52,0,2.52
1999,18/12/99,3.16,8.6,5
1999,19/12/99,5.14,12,5.32
1999,20/12/99,-1.38,0.1,2.28
1999,21/12/99,-2.42,0,2.84
1999,22/12/99,-4.44,0,0.44
1999,23/12/99,-1.68,0,1.08
1999,24/12/99,1.4,0,0.76
1999,25/12/99,5.54,10.6,5.96
1999,26/12/99,6.275,22,5.5
1999,27/12/99,3.36,15.5,3.92
1999,28/12/99,0.9,15.55,4.04
1999,29/12/99,0.78,0.65,2.24
1999,30/12/99,-1.66,0,1.32
1999,31/12/99,-1.52,0.15,1.42
2000,01/01/00,0.76,0.1,0.94
2000,02/01/00,1.46,0.05,1.92
2000,03/01/00,1.02,0,2
2000,04/01/00,0.26,0.55,1.8
2000,05/01/00,2.56,1.95,1
2000,06/01/00,2.28,0,1.62
2000,07/01/00,2.18,0,1.16
2000,08/01/00,1.58,0,1.38
2000,09/01/00,2.54,1.3,0.8
2000,10/01/00,2.82,1.25,1.64
2000,11/01/00,2.44,0,2.16
2000,12/01/00,1.18,0,1.2
2000,13/01/00,-1.11E-17,0,1.42
2000,14/01/00,-2.44,0,1.5
2000,15/01/00,-1.78,0,2.86
2000,16/01/00,-1.34,0,5.32
2000,17/01/00,-1.18,0,1.1
2000,18/01/00,2.28,0.1,2.06
2000,19/01/00,0.86,0,2.34
2000,20/01/00,-1.42,0,0.82
2000,21/01/00,0.32,0,1.36
2000,22/01/00,0.4,3.75,3.58
2000,23/01/00,0.58,2.25,2.4
2000,24/01/00,-4.48,0.65,3.84
2000,25/01/00,-8.12,0,2.8
2000,26/01/00,-9.5,0,0.98
2000,27/01/00,-6.94,0,1.32
2000,28/01/00,-3.26,0,1.72
2000,29/01/00,2.76,5.5,5.8
2000,30/01/00,6.82,11.55,7.06
2000,31/01/00,5.56,0,2.32
2000,01/02/00,2.12,0,1.04
2000,02/02/00,2.38,8.55,0.68
2000,03/02/00,3.4,0,1.32
2000,04/02/00,0.92,0,1
2000,05/02/00,3.2,0,0.6
2000,06/02/00,2.54,0,0.82
2000,07/02/00,5.38,0.35,3.46
2000,08/02/00,7.46,25.25,6.34
2000,09/02/00,4.7,1.45,4.84
2000,10/02/00,3.06,0.55,1.62
2000,11/02/00,3.54,11.05,2.7
2000,12/02/00,2.52,0,1.96
2000,13/02/00,3.58,6.95,3.58
2000,14/02/00,4.9,0,1.46
2000,15/02/00,5.88,7.1,3.68
2000,16/02/00,3.44,14.45,5.66
2000,17/02/00,0.94,1.8,3.72
2000,18/02/00,1.54,14.3,3.98
2000,19/02/00,4.5,11.2,5.44
2000,20/02/00,1.54,0.4,2.36
2000,21/02/00,-0.48,0,1.84
2000,22/02/00,0.4,0,1.12
2000,23/02/00,0.62,0,0.64
2000,24/02/00,1.1,0.05,1.32
2000,25/02/00,5.04,1.7,2.3
2000,26/02/00,6.72,0.15,0.88
2000,27/02/00,5.38,0,0.84
2000,28/02/00,7.64,0,3.4
2000,29/02/00,6.88,12.35,4.78
2000,01/03/00,4.76,17.2,4.26
2000,02/03/00,3.2,0.15,2.84
2000,03/03/00,5.2,0.2,6.04
2000,04/03/00,4.3,8.25,4.88
2000,05/03/00,1.08,0,1.68
2000,06/03/00,2.18,0,0.94
2000,07/03/00,4.46,0,1.34
2000,08/03/00,5.96,6.4,1.66
2000,09/03/00,12.42,0.3,3.54
2000,10/03/00,10.06666667,0.05,1.766666667
2000,11/03/00,10,0,3.1
2000,12/03/00,8.8,0,3.14
2000,13/03/00,6.86,0,1.12
2000,14/03/00,9.46,7.2,2.68
2000,15/03/00,4.42,0.45,2.3
2000,16/03/00,3.24,0,1.14
2000,17/03/00,6.04,0.1,0.72
2000,18/03/00,6.36,0,1.56
2000,19/03/00,6.34,0,4.24
2000,20/03/00,5.08,0.05,5.38
2000,21/03/00,5.06,0,0.94
2000,22/03/00,7.02,0,0.62
2000,23/03/00,7.06,0,0.98
2000,24/03/00,7.88,0.15,3.34
2000,25/03/00,8.86,0.25,0.94
2000,26/03/00,6.54,3.45,2.74
2000,27/03/00,3.32,3.35,1.7
2000,28/03/00,4.44,1.7,2.86
2000,29/03/00,4.74,0.3,3.96
2000,30/03/00,4.6,0.4,5.2
2000,31/03/00,6.92,0.05,1.64
2000,01/04/00,5.88,3.5,2.7
2000,02/04/00,6,0,1.5
2000,03/04/00,9.4,0.1,1.3
2000,04/04/00,9.14,0.9,1.7
2000,05/04/00,7.32,2.5,2.42
2000,06/04/00,4.14,2.45,4.42
2000,07/04/00,5.34,0,4.2
2000,08/04/00,6.88,0,2.18
2000,09/04/00,6.98,0,1.24
2000,10/04/00,9.74,0.05,1.62
2000,11/04/00,7.98,11.3,1.96
2000,12/04/00,6.16,7.95,5.28
2000,13/04/00,6.3,10.3,3.566666667
2000,14/04/00,10.82,0.1,2.133333333
2000,15/04/00,8.64,2.65,3.8
2000,16/04/00,7.04,0,1.4
2000,17/04/00,7.56,0.25,2.1
2000,18/04/00,7.28,0.65,1.8
2000,19/04/00,8.34,0,1.56
2000,20/04/00,10.54,0,0.9
2000,21/04/00,14.86,0,0.92
2000,22/04/00,15.6,0,1.3
2000,23/04/00,12.14,6.3,2.48
2000,24/04/00,8.1,7.15,1.64
2000,25/04/00,10.12,0,0.94
2000,26/04/00,13.92,0,1.02
2000,27/04/00,13.74,0.05,1.64
2000,28/04/00,13.9,0,2.74
2000,29/04/00,11.38,0,1.2
2000,30/04/00,13.68,0,1.54
2000,01/05/00,15.56,0.1,2.12
2000,02/05/00,15.52,7.4,1.8
2000,03/05/00,14.2,11.4,1.46
2000,04/05/00,15.32,0.05,1.3
2000,05/05/00,14.5,0.6,1.4
2000,06/05/00,14.72,0,0.94
2000,07/05/00,16.38,0,0.92
2000,08/05/00,15.46,0.45,2.24
2000,09/05/00,16.68,0.05,1.82
2000,10/05/00,18.6,0,1.8
2000,11/05/00,18,4.9,2.72
2000,12/05/00,15,3.55,0.96
2000,13/05/00,13.76,0,1.16
2000,14/05/00,16.86,0,2.42
2000,15/05/00,18.06,0,0.96
2000,16/05/00,19.34,0,1.54
2000,17/05/00,16.32,1.25,2.24
2000,18/05/00,13,6.25,3.22
2000,19/05/00,11.26,2.65,3.22
2000,20/05/00,11.86,0.1,2.34
2000,21/05/00,11.98,11.15,3.34
2000,22/05/00,12.2,1.25,3.16
2000,23/05/00,13.24,0,1.32
2000,24/05/00,16.04,0,1.26
2000,25/05/00,15.26,0,1.64
2000,26/05/00,17.56666667,0.4,2.233333333
2000,27/05/00,11.24,11.5,2.48
2000,28/05/00,11.44,5.25,3.36
2000,29/05/00,12.28,2.6,2.94
2000,30/05/00,10.48,17.05,1.98
2000,31/05/00,13.94,21.4,3.42
2000,01/06/00,16.08,0.05,1.02
2000,02/06/00,18.76,0,1.06
2000,03/06/00,20.48,0,1.28
2000,04/06/00,21.5,0,1.34
2000,05/06/00,18.38,30.3,1.48
2000,06/06/00,12.82,8.45,1.44
2000,07/06/00,14.86,0,1.46
2000,08/06/00,16.92,0,1.72
2000,09/06/00,20.5,0.1,0.84
2000,10/06/00,20.36,7.85,2.02
2000,11/06/00,18.2,22.1,2.36
2000,12/06/00,17.18,0.6,2.12
2000,13/06/00,19.48,31.95,1.56
2000,14/06/00,18.76,0.5,1.1
2000,15/06/00,19.6,0,2.12
2000,16/06/00,17.62,0,2.52
2000,17/06/00,16.6,0,3.56
2000,18/06/00,18.16,0,1.42
2000,19/06/00,20.64,0,0.82
2000,20/06/00,22.58,0,0.98
2000,21/06/00,22.72,2.05,1.48
2000,22/06/00,19.4,1.05,1.62
2000,23/06/00,17.16,0.1,2.64
2000,24/06/00,13.72,3.45,2.84
2000,25/06/00,12.5,5.65,1.3
2000,26/06/00,14.36,0,1.84
2000,27/06/00,15.2,0,2.333333333
2000,28/06/00,14.12,2.55,1.02
2000,29/06/00,16.44,0.05,1.66
2000,30/06/00,17.9,0,0.766666667
2000,01/07/00,19.43333333,4.65,1.633333333
2000,02/07/00,22.5,0.05,1.46
2000,03/07/00,18.56,22.15,1.96
2000,04/07/00,18.68,10.45,3.86
2000,05/07/00,18.56,1.85,2.5
2000,06/07/00,19.2,0,1.12
2000,07/07/00,19.6,6.8,2.96
2000,08/07/00,14.46,2.65,2.68
2000,09/07/00,13.28,5.3,3.58
2000,10/07/00,13.86,27.75,3.06
2000,11/07/00,12.72,3.75,3.3
2000,12/07/00,12.06,6.5,1.6
2000,13/07/00,12.38,7.15,2.78
2000,14/07/00,12.3,25.4,3.28
2000,15/07/00,10.54,8.05,1.78
2000,16/07/00,11.58,15.05,1.6
2000,17/07/00,13.2,0.05,1.52
2000,18/07/00,15.22,0,1.26
2000,19/07/00,16.48,0,1.74
2000,20/07/00,16.32,0,2.82
2000,21/07/00,17.46,0,2.12
2000,22/07/00,18.48,0,1.24
2000,23/07/00,18.58,0.95,1.34
2000,24/07/00,18.14,1.65,2.26
2000,25/07/00,18.78,1.25,2.6
2000,26/07/00,18.74,1.15,3.28
2000,27/07/00,18.64,6.5,1.28
2000,28/07/00,16.68,14.65,2.92
2000,29/07/00,14.6,11.3,2.34
2000,30/07/00,16.06,0.05,0.98
2000,31/07/00,17.34,0,1.44
2000,01/08/00,19.74,0,1.26
2000,02/08/00,17.72,5.25,2.04
2000,03/08/00,16.26,1.75,1.46
2000,04/08/00,15.94,0.1,1.3
2000,05/08/00,14.06,12.95,1.36
2000,06/08/00,16.4,2.4,1.54
2000,07/08/00,17.3,0,1.04
2000,08/08/00,17.84,0,1.22
2000,09/08/00,19.1,0,1.38
2000,10/08/00,20.14,0,1.38
2000,11/08/00,20.74,0,0.78
2000,12/08/00,21.42,0,1.08
2000,13/08/00,21.16,0,1.48
2000,14/08/00,21.34,0,1.06
2000,15/08/00,21.44,0,1.22
2000,16/08/00,21.88,0,1
2000,17/08/00,21.32,4.2,1.58
2000,18/08/00,20.04,3.5,1.36
2000,19/08/00,21.9,0,1.06
2000,20/08/00,22.76,0,1
2000,21/08/00,17.54,34.1,2.04
2000,22/08/00,16.88,0.1,1.9
2000,23/08/00,18.5,0,1.08
2000,24/08/00,19.9,0,1.08
2000,25/08/00,19.86,0,1.64
2000,26/08/00,19.86,0.85,1.58
2000,27/08/00,16.38,15.05,1.56
2000,28/08/00,15.9,0.05,1.06
2000,29/08/00,16.24,0,1
2000,30/08/00,15.06,1.35,0.76
2000,31/08/00,15.3,10.9,1.7
2000,01/09/00,17.28,0.25,2.5
2000,02/09/00,14.68,4.1,4.36
2000,03/09/00,13.26,22.05,2.28
2000,04/09/00,12.46,0.8,1.34
2000,05/09/00,12.32,0,1.12
2000,06/09/00,12.96,5.7,1.16
2000,07/09/00,14.36,8.1,2.12
2000,08/09/00,13.18,0,1.38
2000,09/09/00,15.3,0,0.96
2000,10/09/00,16.62,0.05,1.36
2000,11/09/00,17.2,0,1.36
2000,12/09/00,17.52,0,0.72
2000,13/09/00,18.58,0.7,1.14
2000,14/09/00,17.92,0,0.84
2000,15/09/00,18.84,0,1.42
2000,16/09/00,15.8,0.6,4.04
2000,17/09/00,13.68,0,1.9
2000,18/09/00,12.82,0,0.76
2000,19/09/00,14.84,0.05,1.7
2000,20/09/00,14.04,23.25,1.44
2000,21/09/00,12.04,7.55,2.98
2000,22/09/00,12.36,0,1.1
2000,23/09/00,12.56,0.05,2.04
2000,24/09/00,12.96,0,0.62
2000,25/09/00,14.36,0.05,0.54
2000,26/09/00,14.76,0,0.64
2000,27/09/00,15.72,0.05,1.2
2000,28/09/00,15.4,0.05,0.72
2000,29/09/00,16.14,0,1.5
2000,30/09/00,13.76,7.45,1.4
2000,01/10/00,13.56,3.55,0.92
2000,02/10/00,11.68,1.85,2.08
2000,03/10/00,11.28,0,1.64
2000,04/10/00,11.12,0,1.34
2000,05/10/00,11.26,3.2,1.12
2000,06/10/00,9.92,0.85,1.88
2000,07/10/00,6.72,1,0.96
2000,08/10/00,6.24,6.2,0.98
2000,09/10/00,9.32,1.55,1.92
2000,10/10/00,8.3,7.9,3.66
2000,11/10/00,8.5,16.6,1.66
2000,12/10/00,10.66,0.15,1.4
2000,13/10/00,10.2,2.15,1.68
2000,14/10/00,11.96,0.05,2.32
2000,15/10/00,11.96,0.05,1.58
2000,16/10/00,11.98,0.55,1.04
2000,17/10/00,11.98,0,1.18
2000,18/10/00,11.62,0,0.72
2000,19/10/00,11.16,0.25,0.52
2000,20/10/00,9.84,0.05,0.6
2000,21/10/00,10.6,0,0.8
2000,22/10/00,10,0.1,0.9
2000,23/10/00,10.16,0,1.46
2000,24/10/00,11.28,2.8,0.96
2000,25/10/00,11.98,0.05,1.64
2000,26/10/00,12,4.95,2.64
2000,27/10/00,9.98,0.05,1.06
2000,28/10/00,7.4,0,0.82
2000,29/10/00,8.74,2.1,1.84
2000,30/10/00,9.4,0,2.22
2000,31/10/00,8.02,12.55,2.76
2000,01/11/00,9.06,0.25,4.22
2000,02/11/00,8.22,0.25,1.34
2000,03/11/00,7.12,24.8,1.3
2000,04/11/00,6.74,4.1,2.52
2000,05/11/00,5.06,0,1.08
2000,06/11/00,5.1,1.8,1.94
2000,07/11/00,7.04,0.05,5.16
2000,08/11/00,7.333333333,0.05,3.166666667
2000,09/11/00,6.833333333,0.1,2.7
2000,10/11/00,5.533333333,2.05,2
2000,11/11/00,3.1,0,0.72
2000,12/11/00,3.76,0,0.48
2000,13/11/00,7,0.15,0.82
2000,14/11/00,5.34,22.05,1.14
2000,15/11/00,4.66,0,0.6
2000,16/11/00,3.24,0,0.5
2000,17/11/00,2.96,15.9,0.66
2000,18/11/00,1.58,0,0.56
2000,19/11/00,2.44,1.05,1.84
2000,20/11/00,5.18,7.9,1.32
2000,21/11/00,4.42,1.6,1.46
